Contig,Locus tag,Log fold change,EdgeR adjusted p-value,Mean observed counts,Mean pseudodata counts,Classification,Classification uncertainty,Essential,Product name,COG Class,COG ID, Locus tag,Essential1,Identical Sites,Query coverage,E Value, Locus tag,Essential2,% Identical Sites,Query coverage,E Value, Locus tag,Essential3,% Identical Sites,Query coverage,E Value,"No essential homolog in J2315, E264 or K96243 ",Number of homologs,DEG best hit (Accession No.),,Contig,Locus tag,Log fold change,EdgeR p-value,Mean observed counts,Mean pseudodata counts,Classification,Classification uncertainty,Essential,Product name,COG Class,COG ID, Locus tag,Essential1
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01040,-6.023486196,5.32873935649753E-022,13,981.559,Reduced,2.37402438579836E-005,,molecular chaperone DnaJ,O,COG0484,BCAL3269,E,100.00%,100.00%,0,BTH_I1309,E,96.00%,100.00%,0,BPSL2826,,96.00%,100.00%,0,,22,DEG10240158,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS00885,-3.7305226491,5.14E-05,18,276.6155,Reduced,0.1225961211,,preprotein translocase subunit YajC,U,COG1862,BCAL3305,
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01050,-6.8856184828,6.14529155286534E-019,5,695.296,Reduced,2.91305366051375E-007,,panB,H,COG0413,BCAL3267,E,100.00%,100.00%,0,BTH_I1311,E,90.00%,100.00%,0,BPSL2824,,89.70%,100.00%,0,,14,DEG10240159,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS31245,-3.72611024,1.71E-07,34,519.508,Reduced,0.1239434504,,ornibactin biosynthesis protein,-,-,BCAL1698,
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01060,-5.3255526355,1.37174988502246E-010,10,466.5465,Reduced,0.0005306182,,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase,H,COG0801,BCAL3265,N,100.00%,100.00%,4.85E-132,BTH_I1313,E,79.40%,100.00%,1.21E-99,BPSL2822,,79.40%,100.00%,5.34E-104,,19,DEG10240160,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS05345,-3.7242290885,3.21E-04,19,290.614,Reduced,0.1245211754,,glyoxalase,-,-,BCAM1938,
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01075,-4.5070501578,1.27454806760382E-011,24,630.975,Reduced,0.011943802,,DnaA regulatory inactivator Hda,L,COG0593,BCAL3262,LB,100.00%,100.00%,2.54E-180,BTH_I1316,,75.10%,97.13%,3.11E-129,BPSL2819,,73.80%,97.13%,8.17E-128,,11,DEG10290267,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS20840,-3.7203864411,0.009309153,8,122.918,Reduced,0.1257074696,,hypothetical protein,-,-,BCAM0121,
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01650,-5.7442972028,0.000000809,4,253.42,Reduced,8.64004135341378E-005,,molecular chaperone GroES,O,COG0234,BCAL3147,E,100.00%,100.00%,3.93E-66,BTH_I1457,E,99.00%,100.00%,9.51E-66,BPSL2698,,100.00%,100.00%,3.47E-66,,26,DEG10240162,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS27930,-3.7086698763,1.31E-10,49,739.0465,Reduced,0.1293758531,,NADH:ubiquinone oxidoreductase subunit M,C,COG1008,BCAL2332,E
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01655,-10.1054332645,6.67439805776997E-046,1,1405.8475,Reduced,0,,groEL,O,COG0459,BCAL3146,E,100.00%,100.00%,0,BTH_I1458,E,98.40%,100.00%,0,BPSL2697,E,98.40%,100.00%,0,,32,DEG10350338,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS33025,-3.7010777724,5.95E-06,26,390.799,Reduced,0.1317942546,,ABC transporter,PH,COG1120,BCAL1346,E
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01680,-8.2503070616,2.89220674946423E-012,1,388.4985,Reduced,7.71858132964098E-011,,Holliday junction DNA helicase,L,COG0816,BCAL3141,E,100.00%,100.00%,1.28E-109,BTH_I1463,E,76.70%,100.00%,7.32E-79,BPSL2692,,78.80%,97.99%,6.44E-81,,15,DEG10240164,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS27885,-3.6910527888,7.05E-09,42,625.992,Reduced,0.1350376419,,NADH-quinone oxidoreductase subunit D,C,COG0649,BCAL2341,E
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01710,-5.3038644203,8.06766185522996E-019,20,914.3605,Reduced,0.0005805819,,"dTDP-glucose 4,6-dehydratase",M,COG1088,BCAL3135,N,100.00%,100.00%,0,BTH_I1469,,90.30%,99.72%,0,BPSL2686,,89.50%,99.72%,0,*,30,DEG10360308,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS27905,-3.6837557516,1.20E-07,36,534.085,Reduced,0.1374343443,,NADH-quinone oxidoreductase subunit H,C,COG1005,BCAL2337,E
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01715,-5.4570564576,1.31341110245872E-016,15,763.9465,Reduced,0.0003048783,,glucose-1-phosphate thymidylyltransferase,M,COG1209,BCAL3134,N,100.00%,100.00%,0,BTH_I1470,,90.90%,100.00%,0,BPSL2685,,89.90%,100.00%,0,*,21,DEG10150320,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03910,-3.6636477313,4.26E-04,18,264.0705,Reduced,0.1441957569,,hypothetical protein,R,COG1853,BCAM1645,
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01720,-4.3132394925,6.7895382205056E-009,21,482.979,Reduced,0.0228102028,,"dTDP-4-dehydrorhamnose 3,5-epimerase",M,COG1898,BCAL3133,N,100.00%,100.00%,2.28E-135,BTH_I1471,,82.50%,100.00%,1.17E-113,BPSL2684,E,81.40%,100.00%,5.76E-113,,9,DEG10350337,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03835,-3.6555781272,3.41E-07,37,538.2475,Reduced,0.1469741056,,acyl-CoA dehydrogenase,I,COG1960,BCAM1630,
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01760,-8.8190816304,2.8824555443927E-017,1,576.3,Reduced,1.57474033812832E-012,,acetyltransferase,M,COG1043,BCAL3123,N,100.00%,100.00%,8.73E-164,no homolog,,,,,no homolog,,,,,*,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS05540,-3.6536689891,2.24E-04,21,305.721,Reduced,0.1476368632,,hypothetical protein,-,-,BCAM1976,
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01810,-9.8682318668,7.03478791329175E-036,1,1192.672,Reduced,6.66133814775093E-016,,phosphoglucomutase,G,COG1109,BCAL3113,E,100.00%,100.00%,0,BTH_I1489,E,88.10%,100.00%,0,BPSL2666,E,88.60%,100.00%,0,,36,DEG10350334,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS34655,-3.6518572268,7.58E-08,38,551.337,Reduced,0.1482677443,,phosphate acyltransferase,I,COG0416,BCAL2879,
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01815,-6.5273004017,1.31866468906832E-021,8,860.909,Reduced,1.95624874010924E-006,,glycosyl transferase family 1,M,COG0859,BCAL3112,N,100.00%,100.00%,0,BTH_I1490,E,89.40%,100.00%,0,BPSL2665,E,88.80%,100.00%,0,,9,DEG10350333,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06445,-3.6496877853,6.00E-06,30,434.912,Reduced,0.1490256439,,DNA-binding protein,K,COG1737,BCAM2158,
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS01825,-9.8424427651,9.15331307606421E-035,1,1171.553,Reduced,6.66133814775093E-016,,3-deoxy-D-manno-octulosonic acid transferase,M,COG1519,BCAL3110,E,100.00%,100.00%,0,BTH_I1492,E,84.20%,95.81%,0,BPSL2663,,84.00%,95.58%,0,,25,DEG10240167,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06795,-3.6461617605,4.16E-07,37,534.766,Reduced,0.1502632123,,oxidoreductase,Q,COG4693,BCAM2227,
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS02120,-8.1997827656,2.70833186333623E-012,1,375.1305,Reduced,1.07649666958309E-010,,N utilization substance protein B homolog,K,COG0781,BCAL3055,E,100.00%,100.00%,3.07E-105,BTH_I1529,E,91.60%,98.62%,2.01E-95,BPSL2628,,91.60%,98.62%,2.15E-95,,11,DEG10240168,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS08975,-3.6343742611,1.48E-05,29,416.0245,Reduced,0.1544520264,,ribokinase,G,COG0524,BCAS0594,
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS02125,-8.4431450195,5.51852095312098E-014,1,444.0785,Reduced,2.12616590999914E-011,,"6,7-dimethyl-8-ribityllumazine synthase",H,COG0054,BCAL3054,E,100.00%,100.00%,1.20E-121,BTH_I1530,,94.80%,90.06%,4.12E-105,BPSL2627,E,94.80%,90.06%,4.41E-105,,18,DEG10350329,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03815,-3.6339144146,8.29E-08,42,601.6985,Reduced,0.1546170483,,acyl-CoA dehydrogenase,I,COG1960,BCAM1626,
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS02145,-9.563842418,1.60021526259079E-029,1,965.8025,Reduced,6.4392935428259E-015,,diaminohydroxyphosphoribosylaminopyrimidine deaminase,H,COG0117,BCAL3050,E,100.00%,100.00%,0,BTH_I1542,E,84.90%,99.73%,0,BPSL2624,,84.70%,99.73%,0,,28,DEG10240170,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS34130,-3.6272697483,1.79E-14,80,1139.5185,Reduced,0.1570150677,,exodeoxyribonuclease V subunit alpha,L,COG0507,BCAL1098,
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS02150,-9.7728734928,3.41731317286978E-034,1,1116.3895,Reduced,1.33226762955018E-015,,"glutamate-1-semialdehyde 2,1-aminomutase",H,COG0001,BCAL3049,E,100.00%,100.00%,0,BTH_I1543,E,91.30%,97.19%,0,BPSL2623,E,90.60%,97.19%,0,,31,DEG10240171,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS17145,-3.6193882923,9.98E-09,37,524.9175,Reduced,0.1598921478,,membrane protein,G,COG2814,BCAM0865,
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS02220,-5.3947221357,5.30399776318757E-018,17,828.498,Reduced,0.0003971815,,thioredoxin reductase,O,COG0492,BCAL3035,E,100.00%,100.00%,0,BTH_I1560,E,88.80%,100.00%,0,BPSL2605,,89.40%,100.00%,0,,20,DEG10240172,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS10930,-3.6188413818,1.24E-04,23,326.7125,Reduced,0.1600931106,,hypothetical protein,-,-,BCAS0074,
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS02245,-9.7783554659,7.5882017364084E-035,1,1120.646,Reduced,1.11022302462515E-015,,serine--tRNA ligase,J,COG0172,BCAL3030,E,100.00%,100.00%,0,BTH_I1565,E,90.80%,100.00%,0,BPSL2600,E,90.80%,100.00%,0,,37,DEG10350327,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS07715,-3.6113877511,0.0011385,15,212.463,Reduced,0.1628489659,,membrane protein,S,COG4125,BCAM2405,
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS02275,-7.4269150847,3.52214874476065E-007,1,219.491,Reduced,1.33821813630419E-008,,cell division topological specificity factor,D,COG0851,BCAL3025,LB,100.00%,100.00%,2.81E-56,BTH_I1571,E,97.60%,100.00%,1.12E-54,BPSL2595,,97.60%,100.00%,1.20E-54,,5,DEG10240175,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS00650,-3.6085105051,1.01E-12,65,914.156,Reduced,0.1639212535,,dihydroorotase,F,COG0418,BCAL3351,
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS02350,-8.8551774703,3.67188945936875E-018,1,590.9,Reduced,1.21880283643349E-012,,guanylate kinase,F,COG0194,BCAL3012,E,100.00%,100.00%,7.72E-173,BTH_I1586,E,91.20%,100.00%,1.08E-157,BPSL2563,E,90.70%,100.00%,1.79E-155,,35,DEG10240176,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS31275,-3.604375454,3.79E-13,75,1051.5565,Reduced,0.1654705552,,iron ABC transporter,P,COG0609,BCAL1692,
ENA|LAUA01000001|LAUA01000001.1,WQ49_RS02355,-7.1148000759,1.06912569175885E-005,1,176.7645,Reduced,8.14530425330417E-008,,DNA-directed RNA polymerase subunit omega,K,COG1758,BCAL3011,LB,100.00%,100.00%,1.96E-45,BTH_I1587,E,100.00%,100.00%,1.61E-45,BPSL2562,,100.00%,98.51%,6.46E-45,,2,DEG10240177,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS07150,-3.601236906,4.22E-06,32,448.4715,Reduced,0.166652987,,LysR family transcriptional regulator,K,COG0583,BCAM2296,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS02600,-4.4728104757,5.15147328231106E-007,16,411.6635,Reduced,0.0134267581,,ABC transporter,P,COG1116,BCAM1387,N,100.00%,100.00%,0,BTH_I0036,,45.90%,83.88%,1.72E-60,BPSS1573,,47.20%,84.25%,1.23E-61,*,100,DEG10150164,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS05340,-3.5972225561,0.0374699951,7,98.921,Reduced,0.1681735342,,hypothetical protein,-,-,QU43_RS64030,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS02650,-6.5120189822,1.23483557143383E-012,5,536.622,Reduced,2.11670606442559E-006,,farnesyl-diphosphate farnesyltransferase,I,COG1562,BCAM1397A,N,100.00%,100.00%,0,BTH_RS11025,,60.80%,96.34%,1.04E-133,BPSS0232,,59.80%,96.06%,1.14E-127,*,1,DEG10410463,,ENA|LAUA01000007|LAUA01000007.1,WQ49_RS13445,-3.591786483,1.07E-10,51,709.311,Reduced,0.1702471815,,ATPase,G,COG2971,BCAL0119,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS02800,-4.5647559132,6.2961239273422E-006,12,329.7905,Reduced,0.0097806139,,lysine transporter LysE,E,COG1280,BCAM1427,N,100.00%,100.00%,8.55E-156,BTH_I3121,,35.80%,98.17%,4.81E-24,BPSL3252,,34.30%,94.50%,3.80E-24,*,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06820,-3.5857837824,2.59E-05,28,388.4155,Reduced,0.172556431,,thioesterase,Q,COG3208,BCAM2233,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS02850,-4.497613874,0.0001298631,9,236.761,Reduced,0.0123367341,,MarR family transcriptional regulator,K,COG1846,BCAM1437,N,100.00%,100.00%,4.30E-109,BTH_II0468,,38.00%,87.18%,5.79E-16,BPSS1908,,40.90%,87.18%,3.81E-24,*,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04515,-3.5842840185,0.0061920652,12,167.0725,Reduced,0.1731365759,,sugar ABC transporter ATPase,-,-,BCAM1761,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03130,-7.5184912317,3.27145721415243E-007,1,233.881,Reduced,7.75666919583528E-009,,universal stress protein A,T,COG0589,BCAM1495,N,100.00%,100.00%,3.74E-107,BTH_II1569,,67.80%,97.44%,3.80E-66,BPSS0836,,68.40%,97.44%,1.95E-65,*,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS33125,-3.5832229188,4.94E-07,36,498.107,Reduced,0.1735478028,,polymer-forming cytoskeletal,-,-,BCAL1326,E
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03420,-6.0977150264,0.0077552541,1,87.2815,Reduced,1.66554440835797E-005,,lipoprotein,-,-,no homolog,,,,,no homolog,,,,,no homolog,,,,,*,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30010,-3.5805045783,2.34E-07,39,538.4845,Reduced,0.1746041906,,hydrolase Nlp/P60,M,COG0791,BCAL1938,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03505,-5.0255528145,2.49035426937962E-009,13,491.432,Reduced,0.0017781723,,sulfonate ABC transporter substrate-binding protein,P,COG0715,BCAM1566,N,100.00%,100.00%,0,BTH_II1469,,32.60%,83.54%,7.68E-37,BPSS0928,,30.40%,90.68%,5.20E-35,*,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06140,-3.5720651439,5.17E-08,47,644.905,Reduced,0.1779104216,,FAD-dependent oxidoreductase,E,COG0665,BCAM2096,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03540,-6.2150581012,0.0061236235,1,94.694,Reduced,9.42190522479347E-006,,hypothetical protein,-,-,QU43_RS62235,N,100.00%,100.00%,7.65E-37,no homolog,,,,,no homolog,,,,,*,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS31050,-3.5659806503,1.58E-06,34,464.9345,Reduced,0.1803189194,,universal stress protein,-,-,BCAL1736,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03595,-6.3656603852,6.65613585543438E-009,4,389.9065,Reduced,4.45930999337651E-006,,3-alpha-hydroxysteroid dehydrogenase,IQR,COG1028,BCAM1582,N,100.00%,100.00%,0,BTH_I1178,,39.80%,94.19%,2.99E-47,BPSL2969,,42.20%,94.19%,1.49E-48,*,58,DEG10100217,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS05380,-3.5542052082,2.49E-09,56,758.668,Reduced,0.1850389651,,RND transporter,MU,COG1538,BCAM1945,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03680,-5.0218324858,1.47857450239167E-007,11,415.356,Reduced,0.0018041685,,hypothetical protein,-,-,QU43_RS62375,N,100.00%,100.00%,2.04E-177,BTH_I2549,,56.30%,95.62%,3.35E-75,BPSL1902,,56.10%,95.62%,2.31E-73,*,,,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS16605,-3.543652702,2.55E-08,42,565.1925,Reduced,0.1893343412,,gltA,C,COG0372,BCAM0972,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03705,-4.6806246555,0.0018141136,5,150.6975,Reduced,0.0064864968,,hypothetical protein,-,-,BCAM1603,N,100.00%,100.00%,2.07E-68,no homolog,,,,,no homolog,,,,,*,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS34990,-3.5393639258,5.21E-07,37,496.583,Reduced,0.1910976751,,ADP-L-glycero-D-manno-heptose-6-epimerase,MG,COG0451,BCAL2944,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03710,-6.6353972382,0.0008818153,1,126.752,Reduced,1.11384059053865E-006,,hypothetical protein,-,-,BCAM1604,N,100.00%,100.00%,4.52E-58,no homolog,,,,,no homolog,,,,,*,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS32765,-3.537978621,3.73E-06,33,442.6325,Reduced,0.1916694087,,pirin,R,COG1741,BCAL1398,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03740,-4.2979239361,1.15736423206416E-006,17,387.3025,Reduced,0.0239671982,,short-chain dehydrogenase,IQR,COG1028,BCAM1610,N,100.00%,100.00%,0,BTH_II0291,,34.90%,92.28%,7.72E-32,BPSS2030,,34.90%,92.28%,1.80E-31,*,46,DEG10410369,,ENA|LAUA01000014|LAUA01000014.1,WQ49_RS14630,-3.5350860872,4.72E-04,16,214.851,Reduced,0.1928665951,,"2-oxo-hept-3-ene-1,7-dioate hydratase",Q,COG3971,BCAM1371,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03830,-4.0729346188,9.62590460927017E-009,30,583.243,Reduced,0.0481009844,,acetyl-CoA acetyltransferase,I,COG0183,BCAM1629,N,100.00%,100.00%,0,BTH_II2126,,40.70%,100.00%,5.27E-85,BPSS0275,,40.70%,100.00%,2.83E-85,*,5,DEG10300049,,ENA|LAUA01000016|LAUA01000016.1,WQ49_RS18725,-3.534814416,0.029655685,7,94.72,Reduced,0.1929792726,,hypothetical protein,-,-,BCAM0545a,E
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03845,-5.1449788338,5.46158947238293E-008,10,411.635,Reduced,0.0011088976,,enoyl-CoA hydratase,I,COG1024,BCAM1632,N,100.00%,100.00%,0,BTH_I2899,,38.60%,85.24%,3.01E-35,BPSL3040,,37.60%,87.82%,1.29E-31,*,1,DEG10280109,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS28660,-3.5321061504,3.05E-11,70,933.5805,Reduced,0.1941047551,,Chaperone protein HscA homolog,O,COG0443,BCAL2194,E
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03985,-7.3558069788,1.90288678396871E-006,1,208.9375,Reduced,2.03395056352917E-008,,hypothetical protein,-,-,BCAM1660,N,100.00%,100.00%,4.40E-95,no homolog,,,,,no homolog,,,,,*,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06460,-3.5317796371,4.96E-08,52,693.704,Reduced,0.1942407165,,histidine kinase,T,COG0642,BCAM2161,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03990,-4.9307511221,4.88786836959421E-006,8,284.5855,Reduced,0.0025643243,,RNA polymerase sigma factor,-,-,QU43_RS62685,N,100.00%,100.00%,1.56E-133,BTH_I1723,,30.30%,92.59%,4.47E-20,BPSL2436,E,30.30%,92.59%,7.70E-20,,5,DEG10230314,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03890,-3.5259791594,1.05E-04,25,332.8585,Reduced,0.1966657617,,hypothetical protein,-,-,BCAM1641,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04000,-6.918547216,0.000134528,1,154.272,Reduced,2.43222236906426E-007,,hypothetical protein,-,-,BCAM1662,N,100.00%,100.00%,6.33E-66,BTH_I1572,,67.50%,77.78%,2.26E-33,BPSL2594,,66.70%,75.76%,7.60E-33,*,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS11210,-3.5212820381,0.0021062265,16,212.803,Reduced,0.1986429402,,MarR family transcriptional regulator,K,COG1846,BCAS0018,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04030,-6.736601698,0.000475033,1,135.9735,Reduced,6.5158784945396E-007,,hypothetical protein,-,-,BCAM1668,N,100.00%,100.00%,1.16E-57,no homolog,,,,,no homolog,,,,,*,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS03800,-3.5178313764,1.86E-07,45,594.701,Reduced,0.2001030617,,acetyl-CoA acetyltransferase,I,COG0183,BCAM1623,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04135,-8.2289696207,2.49218900943273E-011,1,382.8015,Reduced,8.88515927499611E-011,,uroporphyrin-III C-methyltransferase,H,COG0007,BCAM1687,N,100.00%,100.00%,1.20E-179,BTH_II1168,,85.00%,92.49%,1.14E-119,BPSS1245,,83.50%,93.68%,1.25E-122,*,5,DEG10400678,,ENA|LAUA01000009|LAUA01000009.1,WQ49_RS14195,-3.5102763964,3.09E-04,30,394.8425,Reduced,0.2033223186,,lytic transglycosylase,M,COG0741,pBCA049,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04205,-4.2648827187,0.0002493263,11,245.7335,Reduced,0.0266441664,,hypothetical protein,-,-,BCAM1701,N,100.00%,100.00%,2.42E-114,BTH_II1841,,56.80%,50.63%,1.72E-26,BPSS0573,,57.50%,50.00%,1.93E-26,*,,,,ENA|LAUA01000003|LAUA01000003.1,WQ49_RS09700,-3.5085308706,1.02E-05,33,433.6795,Reduced,0.2040704655,,type II secretion system protein,NU,COG2064,BCAS0312,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04300,-4.5800428828,3.87987101693592E-008,17,470.9915,Reduced,0.0092714371,,dihydrofolate reductase,CHR,COG1052,BCAM1720,N,100.00%,100.00%,0,BTH_I1700,,37.60%,89.10%,1.44E-42,BPSS1362,,39.50%,97.44%,1.04E-53,*,7,DEG10250587,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS07175,-3.501130139,3.35E-04,21,275.0265,Reduced,0.2072605537,,amine dehydrogenase,-,-,BCAM2301,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04315,-4.4047999305,1.7663766333449E-009,24,587.808,Reduced,0.0168826948,,hypothetical protein,T,COG3448,BCAM1723,N,100.00%,100.00%,0,BTH_II1395,,68.60%,99.49%,2.03E-170,BPSS1014,,68.10%,97.70%,3.53E-172,*,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS05500,-3.5009430472,5.77E-04,20,261.9665,Reduced,0.2073415775,,GNAT family acetyltransferase,E,COG1246,BCAM1968,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04585,-4.769548202,0.0045837565,4,128.8865,Reduced,0.0046935494,,transglycosylase,S,COG2261,BCAM1775,N,100.00%,100.00%,3.86E-53,no homolog,,,,,no homolog,,,,,*,,,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS07010,-3.5005963241,1.38E-08,54,704.941,Reduced,0.2074917818,,decarboxylase UbiD,H,COG0043,BCAM2268,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS04805,-8.4598781819,5.34908499893398E-013,1,449.268,Reduced,1.89832594088557E-011,,urea transporter,-,-,BCAM1819,N,100.00%,100.00%,0,no homolog,,,,,no homolog,,,,,*,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS33425,-3.4933829535,6.39E-06,31,403.2155,Reduced,0.2106311223,,SAM-dependent methyltransferase,H,COG2226,BCAL1256,E
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS05015,-4.2197803908,0.0036000368,7,152.3555,Reduced,0.030728078,,hypothetical protein,-,-,BCAM1863,N,100.00%,100.00%,5.05E-63,no homolog,,,,,no homolog,,,,,*,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS24535,-3.4925287121,3.88E-06,34,441.8525,Reduced,0.2110047152,,cell division protein,D,COG3087,BCAL0678,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS05100,-4.6705955438,1.41666972913406E-006,12,354.8905,Reduced,0.0067245218,,hypothetical protein,-,-,BCAM1881,N,100.00%,100.00%,2.83E-178,no homolog,,,,,no homolog,,,,,*,,,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS30820,-3.4922455359,4.06E-10,63,817.4635,Reduced,0.2111286438,,ABC transporter ATP-binding protein,R,COG4172,BCAL1779,E
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS05300,-6.0664456953,1.16804300988464E-011,7,548.3175,Reduced,1.93483375694469E-005,,porin,M,COG3203,BCAM1931,E,100.00%,100.00%,0,BTH_II1520,E,78.70%,100.00%,0,BPSS0879,,78.20%,100.00%,0,,5,DEG10240393,,ENA|LAUA01000002|LAUA01000002.1,WQ49_RS06595,-3.490464977,4.73E-08,53,687.0475,Reduced,0.2119088482,,RND transporter,MU,COG1538,BCAM2188,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS05330,-4.7405443802,5.58329001626936E-006,10,310.9855,Reduced,0.0052200137,,cysteine hydrolase,Q,COG1335,BCAM1936,N,100.00%,100.00%,5.49E-145,BTH_II0283,,74.80%,99.51%,3.14E-107,BPSL3069,,38.40%,48.77%,6.07E-12,*,,,,ENA|LAUA01000001|LAUA01000001.1,WQ49_RS00900,-3.4866959479,1.44E-22,154,1988.7475,Reduced,0.2135658377,,ATP-dependent DNA helicase RecG,LK,COG1200,BCAL3302,
ENA|LAUA01000002|LAUA01000002.1,WQ49_RS05400,-4.1353459711,6.34570300768446E-006,19,386.462,Reduced,0.0398831921,,3-oxoacyl-ACP reductase,IQR,COG1028,BCAM1949,N,100.00%,100.00%,1.46E-176,BTH_I1719,E,43.40%,98.81%,3.25E-45,BPSL2440,E,43.10%,98.81%,2.81E-46,,46,DEG10350302,,ENA|LAUA01000017|LAUA01000017.1,WQ49_RS26835,-3.4861776775,1.87E-05,29,375.386,Reduced,0.2137942669,,hypothetical protein,-,-,BCAL2674,
