sgRNA,Locus_tag,Gene,Gene,Old_locus_tag,KEGG,COG,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,drug,Mean,Z_scores
2039,WQ49_RS30285,WQ49_RS30285,WQ49_RS30285,BCAL1883,Aminoacyl-tRNA biosynthesis,"Translation, ribosomal structure and biogenesis",932.8505302,0.266076857,0.101991914,2.608803439,0.009085942,0.274028971,PHAR,,2.399857417
2040,WQ49_RS30370,WQ49_RS30370,WQ49_RS30370,BCAL1866,Others,General function prediction only,609.0607806,0.117101249,0.109996388,1.06459177,0.287060706,0.780874062,PHAR,,0.870850819
2041,WQ49_RS30950,WQ49_RS30950,WQ49_RS30950,#N/A,Others,#N/A,412.5171765,-0.01456145,0.127853386,-0.113891779,0.909323583,0.994207867,PHAR,,-0.280573362
2042,WQ49_RS31080,WQ49_RS31080,WQ49_RS31080,BCAL1730,"cob(II)yrinate <i>a,c</i>-diamide biosynthesis I (early cobalt insertion)",Coenzyme transport and metabolism,226.5109289,-0.009661593,0.152883068,-0.063195967,0.949610456,0.998447565,PHAR,,-0.202588806
2043,WQ49_RS31350,WQ49_RS31350,WQ49_RS31350,BCAL1676,beta-Lactam resistance,"Intracellular trafficking, secretion, and vesicular transport",172.5472323,-0.127719643,0.16644621,-0.76733284,0.442883648,0.851818027,PHAR,,-0.895367025
2044,WQ49_RS31945,WQ49_RS31945,WQ49_RS31945,BCAL1556,Biosynthesis of amino acids,Carbohydrate transport and metabolism,281.7273772,0.009270582,0.139186074,0.066605669,0.946895633,0.998447565,PHAR,,-0.086504511
2045,WQ49_RS32160,WQ49_RS32160,WQ49_RS32160,BCAL1516,2-oxoglutarate decarboxylation to succinyl-CoA,Energy production and conversion,252.2937161,-0.163351095,0.148050588,-1.103346479,0.269876729,0.780874062,PHAR,,-1.247289203
2046,WQ49_RS32310,WQ49_RS32310,WQ49_RS32310,BCAL1487,Others,"Replication, recombination and repair",457.1496395,0.084904525,0.113712331,0.746660666,0.455268419,0.860644408,PHAR,,0.559250869
2047,WQ49_RS32315,WQ49_RS32315,WQ49_RS32315,BCAL1486,Aminoacyl-tRNA biosynthesis,"Translation, ribosomal structure and biogenesis",246.4902795,0.263499393,0.16733244,1.574705974,0.115324328,0.619207649,PHAR,,1.447349887
2048,WQ49_RS32325,WQ49_RS32325,WQ49_RS32325,BCAL1484,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",220.3612959,-1.445421114,0.667996075,-2.163816777,0.030478414,0.438601188,PHAR,,-2.195719367
2049,WQ49_RS32335,WQ49_RS32335,WQ49_RS32335,1.64E+13,Others,#N/A,406.4711515,0.164145302,0.120566037,1.361455561,0.173369768,0.700691573,PHAR,,1.184699276
2050,WQ49_RS32340,WQ49_RS32340,WQ49_RS32340,BCAL1481,Aminoacyl-tRNA biosynthesis,"Translation, ribosomal structure and biogenesis",267.1261251,0.131671616,0.150041368,0.877568753,0.380177793,0.846771671,PHAR,,0.735535891
2051,WQ49_RS32500,WQ49_RS32500,WQ49_RS32500,BCAL1449,Mismatch repair,"Replication, recombination and repair",415.7156444,-0.053998705,0.116370502,-0.464023993,0.642630556,0.942113949,PHAR,,-0.647152917
2052,WQ49_RS32540,WQ49_RS32540,WQ49_RS32540,BCAL1441,Others,"Posttranslational modification, protein turnover, chaperones",179.608001,-0.232817925,0.186136199,-1.250793375,0.211009873,0.722216815,PHAR,,-1.365283758
2053,WQ49_RS32665,WQ49_RS32665,WQ49_RS32665,BCAL1416,Aminoacyl-tRNA biosynthesis,"Translation, ribosomal structure and biogenesis",215.5917471,0.073942814,0.155437358,0.475708128,0.63428233,0.942113949,PHAR,,0.338605921
2054,WQ49_RS32735,WQ49_RS32735,WQ49_RS32735,BCAL1403A,Others,Function unknown,122.914314,-0.172051196,0.184725842,-0.93138672,0.351653558,0.839669099,PHAR,,-1.046751223
2055,WQ49_RS32790,WQ49_RS32790,WQ49_RS32790,BCAL1393,Others,#N/A,191.0051979,-0.094175193,0.191880581,-0.490801062,0.623567159,0.942113949,PHAR,,-0.601863915
2056,WQ49_RS32790,WQ49_RS32790,WQ49_RS32790,BCAL1393,Others,#N/A,291.4844255,0.119948123,0.15537193,0.772006392,0.440110642,0.851818027,PHAR,,0.63484645
2058,WQ49_RS32905,WQ49_RS32905,WQ49_RS32905,BCAL1370,Others,Inorganic ion transport and metabolism,142.546611,0.064004442,0.167393465,0.382359261,0.702194904,0.968373244,PHAR,,0.255049603
2059,WQ49_RS32940,WQ49_RS32940,WQ49_RS32940,BCAL1364,Others,Function unknown,773.1290201,0.175570197,0.109261326,1.606883264,0.108079978,0.607464533,PHAR,,1.411838909
2060,WQ49_RS32970,WQ49_RS32970,WQ49_RS32970,BCAL1357,Others,#N/A,660.4476137,-0.02250827,0.101316417,-0.222158174,0.824190753,0.991149753,PHAR,,-0.432497283
2061,WQ49_RS33360,WQ49_RS33360,WQ49_RS33360,BCAL1269,Amino sugar and nucleotide sugar metabolism,Carbohydrate transport and metabolism,224.9633077,0.119958168,0.139320213,0.861024871,0.389224345,0.846771671,PHAR,,0.708062107
2062,WQ49_RS34140,WQ49_RS34140,WQ49_RS34140,BCAL1096,Homologous recombination,"Replication, recombination and repair",300.0555365,0.200133087,0.137686531,1.453541501,0.146073466,0.655549212,PHAR,,1.298763799
2063,WQ49_RS34300,WQ49_RS34300,WQ49_RS34300,BCAL1063,Arginine and proline metabolism,Amino acid transport and metabolism,492.8124962,-0.081638128,0.108670867,-0.751242079,0.45250698,0.860644408,PHAR,,-0.947346201
2064,WQ49_RS34535,WQ49_RS34535,WQ49_RS34535,BCAL2853,cardiolipin biosynthesis I,Lipid transport and metabolism,216.2403599,0.124697235,0.144058072,0.86560394,0.386707394,0.846771671,PHAR,,0.717671897
2065,WQ49_RS34570,WQ49_RS34570,WQ49_RS34570,BCAL2862,Metabolic pathways,Coenzyme transport and metabolism,86.0788708,0.406806662,0.220034211,1.848833689,0.064481831,0.489054715,PHAR,,1.751981455
2066,WQ49_RS34590,WQ49_RS34590,WQ49_RS34590,BCAL2866,Protein export,"Intracellular trafficking, secretion, and vesicular transport",457.0791483,-0.16929613,0.12261281,-1.380737704,0.167359624,0.684314907,PHAR,,-1.554543399
2067,WQ49_RS34630,WQ49_RS34630,WQ49_RS34630,BCAL2874,Biotin metabolism,"Secondary metabolites biosynthesis, transport and catabolism",207.9815344,0.500058603,0.167591118,2.983801352,0.002846915,0.157149728,PHAR,,2.856641839
2069,WQ49_RS34640,WQ49_RS34640,WQ49_RS34640,BCAL2876,(5Z)-dodecenoate biosynthesis II,"Secondary metabolites biosynthesis, transport and catabolism",300.5942031,0.028441438,0.129981708,0.218811079,0.826797216,0.991149753,PHAR,,0.054858741
2070,WQ49_RS34660,WQ49_RS34660,WQ49_RS34660,BCAL2880,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",279.0857445,0.034265689,0.1439116,0.238102344,0.811801717,0.991149753,PHAR,,0.090019737
2071,WQ49_RS34660,WQ49_RS34660,WQ49_RS34660,BCAL2880,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",42.13581984,-0.312982466,0.307509266,-1.017798488,0.308773731,0.796463081,PHAR,,-1.08709983
2072,WQ49_RS34740,WQ49_RS34740,WQ49_RS34740,BCAL2896,Others,Inorganic ion transport and metabolism,509.5550161,-0.078020566,0.128860759,-0.605464117,0.54487066,0.924198341,PHAR,,-0.770842662
2073,WQ49_RS34740,WQ49_RS34740,WQ49_RS34740,BCAL2896,Others,Inorganic ion transport and metabolism,274.197181,-0.274572394,0.128652181,-2.134222621,0.032824562,0.438601188,PHAR,,-2.299869287
2074,WQ49_RS34830,WQ49_RS34830,WQ49_RS34830,BCAL2912,folate transformations II,Nucleotide transport and metabolism,194.7240406,-0.09784421,0.156915044,-0.623548945,0.532923849,0.914406006,PHAR,,-0.759360046
2075,WQ49_RS34865,WQ49_RS34865,WQ49_RS34865,BCAL2919,Others,RNA processing and modification,331.5544633,-0.223003996,0.156783604,-1.422368092,0.154919421,0.668090003,PHAR,,-1.55829305
2076,WQ49_RS34905,WQ49_RS34905,WQ49_RS34905,BCAL2927,Others,"Translation, ribosomal structure and biogenesis",540.3224894,-0.087660074,0.131975339,-0.664215564,0.506552354,0.906299064,PHAR,,-0.825691223
2077,WQ49_RS34940,WQ49_RS34940,WQ49_RS34940,BCAL2934,Others,Energy production and conversion,240.8504919,0.109405434,0.15805085,0.69221668,0.488801265,0.883291854,PHAR,,0.557381563
2078,WQ49_RS34980,WQ49_RS34980,WQ49_RS34980,BCAL2942,Biosynthesis of amino acids,Amino acid transport and metabolism,365.2723239,-0.178882797,0.121926892,-1.467131606,0.142340258,0.655549212,PHAR,,-1.641915072
2080,WQ49_RS35005,WQ49_RS35005,WQ49_RS35005,BCAL2947,Others,Carbohydrate transport and metabolism,197.3173877,-0.271782839,0.149993384,-1.811965508,0.069991526,0.489054715,PHAR,,-1.954043807
2081,WQ49_RS35020,WQ49_RS35020,rpsA,BCAL2950,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",578.0893543,-3.370172727,0.527699732,-6.386534843,1.70E-10,4.68E-08,PHAR,,-6.426919182
2083,WQ49_RS35025,WQ49_RS35025,WQ49_RS35025,BCAL2951,CMP phosphorylation,Nucleotide transport and metabolism,277.4579307,0.086189301,0.14426547,0.597435414,0.550216715,0.925868077,PHAR,,0.449716041
